origin,destination,distance_km,num_stops,traffic_level,hour_day,delivery_time_minutes
A,D,18.2680480126096,5,4,18,98.2304592976049
E,C,23.537434338654734,7,2,15,101.07624538343431
A,A,15.671861380272942,7,2,3,76.97479663236707
B,C,15.77265421639814,3,4,17,90.27681397995997
A,B,22.034006690680314,2,3,8,96.80689949974672
A,E,15.460109434722222,3,2,15,62.65357692138103
D,A,18.64624151034489,7,1,6,84.55044914229089
C,A,27.03544797939648,1,3,18,103.84296679544745
E,E,12.642079220758786,3,1,23,45.306851934789584
A,A,12.168627056657444,5,2,23,62.75435097419913
E,E,1.102920764078368,7,1,10,38.260898027263586
A,A,18.789361584115724,1,4,16,76.7665499065682
B,C,1.8633853148068273,1,3,20,27.193083701942044
A,A,15.620306202121172,4,2,4,67.5466996942846
D,D,24.322779881934572,5,3,11,98.82221177918213
C,E,16.94771104507023,5,4,18,98.76880587065664
B,A,8.819448791283603,2,2,1,38.37758506731188
A,E,23.798884222031766,3,1,0,76.78857821214339
E,D,8.821793118393627,6,3,3,59.69553873154949
B,A,22.25792164743106,3,2,10,78.15192107031572
B,A,18.697495200516705,5,2,17,88.97132134798909
A,D,5.929892605692035,3,4,20,48.86074259321847
B,D,27.248882370481386,5,2,15,96.96618145283632
E,D,6.818666805758675,7,2,9,67.85449883578735
B,E,29.698025150079424,1,4,11,101.29085195806297
E,D,1.2120041709932825,3,1,1,19.768731660224205
A,E,8.641017937144188,7,1,0,51.379822859371636
C,C,6.7959486209517666,3,2,9,50.09628797578844
B,A,1.4058088949434162,5,1,9,42.951120637106435
C,A,22.23866910427215,7,4,9,121.07909169026141
E,B,21.109348260888293,5,1,1,79.89390839137607
B,C,23.978177966292982,2,2,19,91.05998299037293
D,D,8.444257847472393,3,4,2,58.78759310935455
C,D,13.885719845406129,4,1,0,54.71223884898525
B,C,20.114292127024875,5,3,23,87.38797354991205
C,D,13.753286612756163,4,3,17,78.15564920409915
B,B,21.222447339219556,1,4,10,83.78121762954117
A,E,19.385228844772822,1,1,23,60.80308999490697
C,A,4.324786287643118,4,2,11,38.707918941969815
D,C,23.650250511232073,6,3,0,106.31938320595187
D,A,21.89961441368303,1,1,5,65.9865797765204
E,E,20.019197240904752,4,1,15,73.11667574127083
B,C,5.497714581859068,2,2,19,46.491647194267934
C,E,8.771897015065546,2,2,2,38.14288208446414
E,D,12.402133916040412,1,1,16,38.32249529587892
C,D,9.117959028036859,7,2,15,62.630983709033515
B,D,7.606498429607813,4,4,10,58.87709563770563
D,E,24.355372434691496,4,3,15,96.65771918736006
A,E,19.50873514444587,4,3,11,80.76823653395154
D,E,17.39869181495726,6,1,0,73.70878963966278
E,A,7.5526286147443615,1,1,10,29.14725193017135
A,E,27.624220305790598,6,2,22,105.44513600980487
E,D,6.544308133822172,4,3,5,50.41001388571527
B,B,24.053577051915635,5,2,18,99.9224225741331
A,E,29.0335073344535,4,1,11,87.80011294516041
E,B,22.085689147502848,5,1,1,78.38893196133535
B,D,29.792904480354263,2,1,9,96.88889213248895
D,E,19.880482392360456,5,1,18,84.16585037374982
B,A,7.306349964512955,2,1,14,32.09885330465934
C,A,6.910765317778828,1,1,7,40.547234200811666
B,B,10.412364243408813,7,4,10,80.20901010480567
B,A,1.2067705864091758,7,4,22,56.41592635226377
C,A,20.769255632402203,6,2,15,90.879071296993
E,A,8.791365754207,6,4,12,67.2045452525268
E,D,24.64031373648983,2,2,12,80.2303955322118
B,A,11.416006866219707,2,2,22,50.38455775472393
C,C,14.91873831043607,4,4,4,75.8732557485742
C,E,29.004978580250707,3,3,11,101.25296698017338
D,A,8.022991568371037,2,2,9,55.644736286655395
E,A,21.91636882546245,5,1,18,93.0772482972461
A,A,22.898415889857098,1,2,16,78.53691832524495
E,C,7.40894656818542,6,2,0,49.052476421255236
E,A,15.528908261753672,5,3,21,74.9296717405743
D,A,11.155855834076082,6,1,14,59.116089327145986
A,E,23.385281058602587,1,3,15,80.7444003858257
D,C,19.052016251842087,5,3,19,91.46340184001396
A,C,14.803508590955865,6,3,22,78.32003393567301
B,A,23.60153468638383,2,2,9,96.42288950581569
A,C,7.819511530244093,3,1,9,48.289517141100525
D,B,22.855034536946413,2,1,16,72.9508943423624
E,C,26.095855050691906,7,3,21,109.30780812295433
A,C,26.4800263074196,6,4,22,114.92991821073802
A,C,23.726534197568512,4,1,16,81.27935089921532
C,D,12.832410842949795,5,1,1,61.43747040259122
E,D,29.47243265881698,3,3,8,116.94208430738193
B,D,12.008215670850756,5,2,21,63.24308761158911
D,C,19.520136573970344,4,3,3,83.01323888170948
B,B,5.671151164014591,4,4,6,49.14055530234835
E,C,29.43301806045539,4,4,4,108.440678839852
A,A,21.415591734075235,6,3,18,107.78471207538064
A,B,22.847948812144683,2,4,3,91.74377436474667
E,D,2.9075243989231936,6,2,17,59.26404916817649
A,E,23.139116612399484,2,2,21,75.17857527987785
A,B,23.46697944739744,3,2,2,78.13973283756975
A,D,20.481409064504664,4,4,22,94.0024001199454
D,B,9.465378799919966,7,2,3,61.21937169850484
D,B,15.201011222665564,2,3,13,59.27132325364546
C,C,4.202596767952778,1,2,23,25.025457445524644
B,A,14.676024927315426,7,4,13,87.15676541811584
E,E,8.070891725411741,1,1,16,34.13774254245139
E,D,11.123812608328379,2,4,8,72.40643326486554
E,B,5.715411843707259,7,3,18,70.07636830097816
C,E,7.671576664660014,7,3,2,69.37280468931817
D,B,3.220490612783371,3,4,14,44.42630410570149
C,A,27.67713962667072,5,2,20,104.37535597255908
E,E,16.381909951286698,6,2,0,80.93631040258337
B,D,12.505517166619452,4,1,18,64.47601421634003
A,B,16.515847170294734,2,2,3,63.003576648117885
D,A,19.220503625965026,3,3,13,76.8309836716123
D,E,27.734485007711122,7,2,17,124.12651930503561
C,B,6.182095616303086,6,4,11,63.726064472168886
D,B,9.571022460421311,5,4,5,70.80852280825037
E,D,29.297890753979328,3,1,9,105.8189968764037
E,A,11.764596612807207,5,3,3,69.05318702740293
C,C,1.6542878719625014,1,4,15,31.855340112680697
E,B,5.281661286477606,6,3,0,54.97366958642402
B,E,1.7638223507080086,6,2,2,31.53846062383338
C,D,29.707771130201124,5,1,6,98.13104486600878
B,D,9.087254620745469,1,1,2,35.515857112869696
A,B,27.782739951150553,4,2,21,100.36649349892089
B,B,29.880701997031757,2,4,14,104.49805201827782
A,B,18.39539541315031,7,3,5,92.48221238609199
A,C,1.962693136901291,1,3,15,26.338933576014764
B,B,3.366157281220882,3,3,16,40.484200339180084
C,A,14.966082598128455,5,4,1,88.04105078535883
E,E,12.778988374433093,6,2,9,80.0728766700885
E,B,18.57914186767126,3,3,10,74.43732230546841
A,C,13.726586481629555,6,4,5,82.08120761980187
A,E,28.088228628873047,1,3,17,108.42635633149082
C,D,16.50745174699182,6,4,14,85.04259859432662
D,B,21.118055782410824,7,2,15,90.94996645956049
B,E,26.9980729066324,6,3,12,111.62507406260113
A,D,5.259284399163014,7,2,15,57.03120475752371
E,C,7.662304969437328,6,1,1,50.98266613041415
C,A,4.112241153746437,6,4,19,68.46051813871418
B,B,5.049513577667456,7,1,11,48.233389848147816
C,A,15.86493504109276,7,2,13,80.90521590294163
B,C,10.314198510056457,3,2,7,60.8379615762099
B,E,13.272012346275892,5,2,5,64.88880983480271
A,E,29.49220512202779,2,3,13,99.88949572962636
C,C,5.544426086082495,3,3,23,41.13856563358996
C,C,16.68355005314419,4,2,14,77.14948780785295
E,B,3.8672634965558776,5,2,19,54.139157063421266
E,D,10.23639308465248,5,3,2,65.23651955478363
A,A,16.29825178656336,7,3,6,86.09189581712336
A,A,28.452320632994795,4,4,15,113.66673257062533
D,E,12.345618417221008,7,2,22,66.96874721836612
E,E,2.8822941902254247,7,3,1,47.96891886902107
B,B,12.256681990849192,1,3,16,52.5502904548505
C,C,5.226494100345354,4,1,10,41.228401076216585
A,A,7.669698785451914,1,2,23,38.79920946724916
C,B,18.92462807178472,2,2,2,64.88623089027047
C,E,2.955292119906769,1,3,21,30.936492529686205
D,E,14.476988931251084,7,1,22,68.28450389463603
E,A,18.674385994312168,2,4,7,89.96521504811332
A,E,13.23389337865741,2,2,21,54.597915075381636
C,E,1.5546641680881805,6,4,22,54.666097782914854
A,D,29.580061350183097,6,2,20,105.25316228398492
B,C,11.646357252875523,4,3,18,71.31912916562425
D,E,23.57873842106474,7,4,17,122.72013437894698
B,D,10.443748273436144,2,2,6,43.0121006765967
A,B,14.775485952809147,7,4,15,85.6095486720681
A,E,12.2654456357189,1,3,23,53.47918622696605
E,B,10.933637655778623,3,1,13,42.58598744610746
C,E,1.6336899390255835,6,1,7,50.857195518729334
C,A,11.440607197780603,5,4,12,71.0020200325698
B,D,26.79520972158637,5,4,2,110.17732805134285
D,D,21.02140681921683,1,4,1,81.44613866959348
C,A,5.2172629137677555,6,2,12,44.51929114098215
E,C,18.143495134059435,3,3,21,76.88425137164462
B,D,26.874694938517273,7,4,2,120.21114029579485
B,B,21.30098718798081,2,1,20,66.20455142381893
E,D,5.311847378344205,6,2,0,50.101400368649365
D,C,26.167142405300403,1,4,1,94.70270355172292
E,B,9.744776385377095,7,2,9,78.66751310034363
D,B,14.168208185057912,2,4,10,74.92130486658505
E,A,16.258140030985246,6,4,2,85.4608471145591
E,E,25.664691526967662,4,2,23,88.26968658759453
A,A,28.016617359282172,3,3,7,110.34979223212947
B,E,27.959933455926127,5,3,14,101.6630781977772
E,A,1.2306712570776785,1,1,4,15.024923838170707
E,E,27.734766081978258,5,3,7,117.67615749416422
C,D,2.5772220140455975,7,3,17,65.54491483289812
B,B,8.707436047705626,2,2,17,52.85787431390422
C,E,15.934647787107155,2,2,11,60.601666765673095
B,D,14.917844981127427,4,1,3,60.711331185750176
C,C,18.536584022734367,2,4,7,88.94153027383568
E,A,14.90394063337317,2,2,1,53.2245557370453
E,C,28.096894709572204,7,2,19,122.75825425553508
A,D,7.975916598223023,5,2,23,57.50168555370706
C,C,8.94671612711609,5,3,2,61.089466493229814
D,C,27.70140013509863,1,2,7,95.66466717605107
A,D,3.2254458986124304,1,1,11,22.74372772020355
C,B,18.677263835239486,2,1,1,58.4563129148041
C,E,20.770342609902713,6,2,16,90.5948894450171
A,A,15.660709979462444,3,4,13,73.56130288949959
E,E,21.13272448587098,1,2,13,72.09156124471286
C,A,6.009884734347043,2,1,5,31.418856299270296
E,E,25.726334750374658,6,4,7,121.07900028595498
A,C,5.060744994626682,6,3,9,63.85397910756787
E,B,12.623560885156742,5,2,23,66.49233683714654
B,C,3.182470437937968,6,1,17,44.389823391174964
D,B,16.811121285704605,4,3,0,74.70201588457742
C,D,20.422628415343535,5,1,6,78.91782348923239
D,A,28.295427417763428,5,3,6,107.81424823022361
E,A,22.440749680984023,4,1,12,78.50646434308084
C,D,16.69198457717038,7,1,15,69.60650860594474
E,E,28.04589349793968,7,3,11,113.55129945784057
B,D,14.87466830318542,5,2,18,83.22502877441897
A,D,17.274963939867213,1,1,5,50.93438771847479
C,B,18.286857302432775,5,4,6,85.8097641236159
B,D,12.889412050710439,4,2,16,63.408355725639886
B,A,25.3159980264089,2,4,18,108.83704722823136
C,C,6.370102226506715,2,1,4,26.659655507815515
E,B,17.090423520776632,2,3,2,69.14157033523787
B,B,21.944764429428627,7,2,23,91.69406768939572
D,E,27.215308984420737,4,3,21,101.580895290425
B,C,26.633633496594072,4,3,17,113.11204831006157
E,B,15.753468393474115,1,4,16,64.95818178608411
E,D,19.651682083736908,4,4,20,91.35620400991799
D,B,12.43289434774973,6,2,10,69.7742909763393
B,B,14.57715512352581,2,2,8,67.2335843835141
E,B,27.281707984618436,4,2,16,97.44621641616729
C,E,27.990415802581747,3,4,18,113.61755299134813
A,B,26.96700768394357,7,4,12,123.5040808903895
A,B,5.012754992595508,5,3,5,50.25791251731936
A,E,25.65243661858845,1,3,20,83.32532245109488
B,C,28.50254819962293,2,3,3,97.6938779364251
D,A,11.476241142634535,6,2,17,78.92701283375298
E,E,16.040742393228406,6,1,11,71.63890468423293
C,E,23.59376241857688,2,4,3,87.73033495207692
C,B,17.30026598940381,6,2,4,81.52357864206202
B,B,29.811022129481234,3,4,11,110.34557807830551
A,A,14.215687589548022,1,1,17,59.04283152102242
B,B,21.70433862501395,7,4,16,103.85619206079097
D,D,23.98514306569978,5,4,22,107.10059243240941
D,B,15.328912056994744,1,4,22,66.87042672128132
E,B,25.852530365629896,1,3,23,90.19779585648942
E,D,16.838483145008695,7,1,9,81.49160353595337
D,A,12.937873107247311,2,2,5,48.140425409273234
D,D,4.1268865417064635,4,2,16,37.597132814360236
D,E,12.408993714162301,5,2,7,77.4253593453241
B,D,22.28415718726524,1,1,1,71.59882566118426
D,C,27.71730593872311,3,4,11,102.62798594958338
C,E,8.298702711948998,7,2,2,60.905897874706916
A,B,11.301830002584577,2,1,23,42.72003093230341
D,E,5.46486882902836,4,3,19,61.81664491168506
A,A,21.030963932640095,4,1,20,77.2322978308377
B,A,28.845464470287833,2,3,22,94.77046659698458
A,D,19.58761437559709,1,1,6,59.16281601964485
B,E,18.895219370180563,7,3,0,87.21249465414165
C,B,17.051207984512583,6,2,16,81.06039381040269
B,A,3.5652164798805592,2,1,7,31.897181594729286
B,B,22.155610966452123,6,3,9,103.77288117822411
E,C,18.459436762931173,4,4,16,87.14623233719836
D,A,20.182826296832324,4,2,15,77.34745801306433
D,D,27.065521697795226,3,2,9,105.44818733681673
C,C,23.734862824769518,3,3,14,86.65941065528514
C,E,23.646542312481255,4,3,15,99.78522138138594
D,B,27.88832929750108,3,1,17,102.28448987264275
E,A,29.708113592426987,3,3,3,108.13336722061997
D,C,17.85719922687073,3,3,6,71.55648946253146
E,C,4.1575668649038064,4,4,11,55.75929529366079
C,A,14.314767325487654,1,2,22,48.149275977494334
A,E,23.840433247387686,1,3,11,80.9716480291085
C,E,1.8040344180936265,7,3,22,54.42405592745435
C,D,2.649735712328323,5,4,20,52.14464649833423
B,E,2.9475756891018188,3,3,0,33.65145347086666
B,D,22.200036991521014,1,4,20,86.9063226643305
B,C,15.53383222833199,5,2,23,71.8544439290576
B,A,11.698040362097213,2,2,11,47.996500197078234
E,E,4.062894312590344,3,4,22,41.531208013327
D,D,22.234967255970783,1,4,6,84.89166972954546
A,C,10.30957450597609,1,2,14,41.283652856040945
C,E,8.694398031875348,6,2,1,58.20492312593008
E,B,19.91725684505298,1,4,0,73.03753803212066
A,C,17.211315885308412,6,1,3,71.77231853820199
E,E,11.509908612585747,5,2,7,72.2156853960889
E,C,19.603136653362053,6,2,16,90.63723546731933
C,A,8.865424091139428,2,4,17,65.54771535929667
D,A,24.050077586525475,7,4,22,116.45509114351805
B,A,7.6502495589219635,3,4,4,57.48766915985445
D,B,5.606293166078453,1,1,5,24.717087813956176
C,A,23.69074287546737,7,4,11,108.18983183767008
C,B,21.528868890240062,4,1,23,72.9107365950073
C,A,6.296530295352155,3,4,15,53.593948350500185
A,C,4.371126828008201,4,4,8,59.34833034770487
D,E,25.31357356611407,7,1,14,95.43784575898688
D,E,23.521355983703952,5,3,7,106.261558942157
E,A,10.490463837290262,1,2,11,41.734667102208086
E,E,20.087724838187633,3,4,13,88.92161602405014
E,A,4.600645409886513,3,3,16,39.985120429935655
C,A,15.704382112382666,1,1,13,51.66467538902961
D,D,1.5431784697521764,7,4,19,69.17706157654365
C,D,12.356454546725109,2,1,4,39.869148404726616
A,D,3.1704418226707474,5,1,12,34.80962754562679
E,B,14.779268224549593,1,1,5,38.94489525854268
C,D,13.228767758733936,6,3,13,72.38624961187887
C,A,13.887165772503625,3,1,5,54.107144970945804
A,C,2.314607759391828,2,2,2,25.754590097701445
B,D,11.48687389717314,3,4,15,59.413508425048235
D,D,22.93803162389758,4,4,11,93.98759375882331
B,C,11.698516827254982,3,2,13,45.41955272838079
E,A,21.73998662567784,5,4,1,94.32227679306175
C,B,11.714882985378264,1,2,17,59.02439751140131
A,D,13.273943803215406,3,3,6,61.51256069231307
A,C,17.352871272048716,6,1,4,73.89201480530147
D,A,28.56977616740539,4,3,11,105.46537356313196
B,E,4.1569529527530005,4,2,16,38.49013159338126
D,B,1.9544992911740366,1,1,11,17.955645497274247
C,C,18.63075833049131,4,3,20,79.96816389971521
D,C,28.523815578924363,7,1,10,108.04154406649063
A,C,29.70197084408673,1,1,0,76.82289693140432
A,D,15.040763174368053,5,3,8,88.93618580645227
E,E,14.574367011467855,1,4,7,70.5656832523403
E,B,19.70394935161069,2,2,13,66.04105420979175
C,A,17.113407958944123,4,3,3,74.66966742888654
B,A,19.388553670809426,4,3,10,85.72294983951788
D,E,26.345983340598934,6,4,16,111.19705880406336
C,C,22.64287891514067,3,2,7,88.63953095014261
E,C,15.40944435891707,2,3,20,61.63854774321535
D,C,14.394069311004918,7,1,0,70.75135768009062
E,C,19.548450706880363,3,2,17,87.10195177186391
D,C,14.215482248188627,1,4,4,68.65167916775346
B,E,14.275601186703556,5,3,7,90.88845546611921
C,D,1.4728711518086397,6,1,7,45.632720139085514
D,B,6.047859984811944,4,2,8,54.216612522637966
A,C,15.166895559876838,7,3,17,92.26521970336746
A,D,24.856950312460704,7,2,6,107.87028524234469
D,A,9.0830831950866,5,1,9,59.35391731571834
D,E,16.15665956080332,1,1,20,49.52445437628539
D,D,11.003900458017734,1,2,15,44.67234645220499
A,C,4.039315696648082,2,1,2,22.189237059435563
A,C,28.790656009067717,3,1,9,92.96362532979524
D,C,25.78554223725875,4,2,7,104.17926435594768
E,D,3.2762803095402857,7,2,17,64.21812232965243
E,C,21.873830611580253,4,4,3,96.35534443455347
B,D,11.079817226367506,7,3,11,73.6783056759138
C,C,29.850644404791986,5,4,20,118.66642626915404
E,A,9.769557075040353,2,4,4,56.94073193074974
A,A,7.923414915515398,6,4,3,68.23349995205426
E,B,17.46882590085675,1,4,18,83.48996079970021
B,C,25.218658736952918,2,3,18,101.12267548078886
B,C,6.5830472827741415,4,2,4,49.12265642825675
C,D,21.572680321860606,6,1,14,85.34852044769112
E,D,2.780790911092529,3,1,11,25.267418229805017
A,C,27.64910755020442,5,2,12,103.10044956439879
A,B,3.3511725682716644,1,2,5,26.355828381028893
D,C,27.512709913980714,1,2,16,87.61976867326136
A,D,15.233410234128382,1,1,19,57.812791349822376
C,C,13.994642271081675,3,4,9,79.54502195926082
C,D,29.22590530551092,4,4,13,110.62409090119455
A,C,29.721141153248354,4,4,14,116.60302165360197
A,E,19.85516565286935,2,3,9,87.79152705539444
D,D,4.686459463854407,6,4,5,55.896420042068904
A,B,15.678932484000873,7,3,15,86.36984464846314
D,E,16.34572992771421,2,1,1,58.981026422889144
D,C,15.918946415923982,4,3,9,83.0913681236365
A,D,17.515263317080283,1,2,4,60.730078114479625
B,E,1.5430167000373294,3,2,8,40.0489988585666
B,B,21.625591162644568,4,1,18,84.10230318841526
D,D,21.659434756636653,3,4,18,102.60455136856494
A,E,4.34862348015875,5,1,8,50.68790726962129
B,E,17.53694383092822,1,2,15,58.06273312702811
A,E,17.482474290637462,5,4,18,102.20358415337014
A,A,20.791062185521604,4,2,19,92.05914028522137
A,C,3.4765330719173515,2,1,3,20.667818753392353
E,D,19.168595910716796,4,4,4,87.63196412434874
A,D,9.141806571643894,5,1,17,59.27613265685104
E,D,15.703086724388985,3,2,7,70.59277468568385
D,E,23.426383028418226,6,4,12,105.80292325368625
B,C,21.463732154527385,6,2,8,99.86460932347683
B,B,4.448187512661808,4,4,9,60.622305634007915
B,D,18.144358826366123,7,3,3,90.56477632252879
B,C,29.10437939728142,2,3,18,111.43893614210036
B,C,5.546313682715065,5,2,3,47.46000213173081
B,A,25.73430554403703,4,1,12,82.90347816157336
B,D,21.373894336059532,5,3,22,90.67754823200701
D,E,23.44609607438303,5,3,16,90.69461745597603
A,C,9.176791487136718,1,4,10,50.455428640739186
C,C,9.348778952015431,6,4,1,71.82353451825344
E,B,27.274564217518154,7,4,4,121.8957505802917
C,A,11.4351289306842,6,2,12,65.05013674619941
C,C,2.827446330091504,3,1,21,26.713142757391505
A,C,18.417304403804053,7,1,2,80.23893595451797
A,E,4.6197124022134375,1,4,18,49.52272587098617
A,E,24.101291000829338,6,2,22,92.90542199690425
B,B,19.610646832530666,5,4,18,104.23760895946107
D,B,26.36706865141504,2,1,15,77.61884301831672
B,B,23.76028024369642,2,2,15,79.04154326534815
D,E,4.2512958018076885,1,4,2,37.152608494056935
D,E,12.051049616598245,2,4,22,63.38486707918776
C,A,23.46224724752303,5,1,8,94.80248319217928
C,D,13.102902724723448,7,2,18,86.09973982058037
D,D,29.198599058619372,4,1,23,96.32365181637212
D,A,22.336473046910026,5,2,0,87.30216348612578
B,D,1.4494975840193098,6,2,13,39.26873492528431
B,E,26.519585055264255,4,4,23,107.80377610312472
C,D,3.9233387611881705,2,1,10,31.1461636949928
A,E,5.0751880012224895,7,2,17,61.72057656224948
D,A,22.300279617720477,3,3,19,97.87595350826957
B,B,26.084088223483928,3,4,6,97.6230955170377
C,A,16.554139209087126,5,1,5,67.32261097404407
B,D,9.382442255427597,5,2,11,53.43392292760587
D,E,11.18815081234209,2,4,23,59.61065779769874
D,D,10.943790558285624,3,1,1,45.82540739755764
E,D,10.473665010475855,3,1,12,42.71598918891775
A,B,8.044380482827844,5,4,19,70.75967517850745
E,D,18.65714574424776,6,2,0,86.91947139207782
C,B,27.11175423838695,3,4,22,106.2972165353653
B,E,9.905389979416894,5,3,14,62.37179726180965
C,E,6.41413462638095,1,4,19,53.35113757132069
D,B,25.31875232477132,3,1,7,91.55195458277738
E,A,22.511716595801396,4,3,17,103.36225796462772
E,E,27.994273915237404,7,3,14,118.29572023537233
E,A,5.8000723325423795,2,2,7,47.086847324558306
C,E,5.183288109381154,7,4,1,68.11024918938841
D,E,16.701452434844903,5,2,10,68.53105201862732
B,C,18.818575990217763,3,4,7,92.13251033348098
B,D,14.925029813928097,3,1,12,58.29187699665513
C,D,18.37003245339239,6,2,0,79.15418602556707
E,A,6.231013297377069,5,1,17,57.23533597498769
A,D,14.908798870758417,4,1,4,64.70313002231087
C,A,20.084684267250367,3,3,0,83.7854736265034
C,E,13.548487028212408,1,2,11,51.855988791840666
D,C,20.70397273868134,2,4,4,82.41741316461481
B,C,14.08454713606135,5,2,20,68.05627225139699
C,E,10.67438784442604,3,1,15,40.64768566490323
C,B,9.804546365525677,7,3,22,68.16803392003892
E,B,12.916159710669053,6,2,17,78.15798882913822
E,D,1.669599057783824,6,3,1,46.359915366357406
A,A,20.387229014937297,2,3,14,75.79154074105837
D,C,25.508063588427593,5,1,21,90.55495884092917
A,D,11.28418573885044,5,2,10,62.84394482175787
E,E,2.3349609481098383,5,2,9,45.70821974166081
B,C,29.616492324181174,4,2,2,102.48703408926409
E,A,8.647249408080942,1,3,12,42.370216550748545
D,A,4.672012529032417,6,4,12,60.25051880355259
E,B,11.72282273121781,5,2,23,63.36557462267998
D,D,22.418154178373143,4,1,2,80.80909281845949
D,E,9.523581309826405,5,3,9,73.81986563244513
D,C,17.666392913665145,5,4,3,89.40793917094985
D,A,13.051239838677123,4,2,13,56.36745977763422
D,C,4.415155776021936,1,4,22,35.794091651417176
B,E,10.578323362271197,2,3,16,49.97327356627652
A,C,22.021244665707933,6,4,0,104.12897228469241
C,D,18.748113022611925,3,3,14,72.9972678193582
A,B,4.473573016623269,7,4,21,64.19649952606174
D,C,5.736349881714948,5,4,20,59.13428247568532
B,B,19.581267419915918,1,3,1,65.14610123323074
E,E,24.589047015305198,6,4,17,118.20980907296034
B,B,11.134760382786908,3,1,6,48.968527681537516
D,C,18.264011803460054,5,2,21,79.75225695383486
B,C,5.948664073811053,7,4,12,64.32047819294283
B,A,10.029913770254392,3,4,23,57.970201469392634
D,C,1.5878359645185254,4,4,2,36.61854985606057
B,B,23.280002486186156,7,2,2,102.61389927862933
C,A,12.629284773416037,6,3,12,73.69637503883322
C,C,24.667641635964664,1,2,20,83.32027625594726
B,C,21.54281688465906,1,4,3,81.28202895073088
E,E,25.03358370612583,6,3,15,105.43172716198333
D,A,9.284101417903601,2,4,7,67.88414895904478
C,E,6.368153182407513,2,3,21,46.836911014561515
E,E,29.185264796898444,3,4,7,120.46622696769938
B,E,21.802505824185218,4,4,15,94.51348621427793
E,D,25.18722576987344,3,3,22,93.0519374080297
A,E,1.380867837588078,5,1,1,26.31466278734939
C,B,11.279386988580711,1,2,8,53.05281887085483
B,C,22.54168402674262,3,3,12,86.50786852070182
D,D,3.261502156709516,3,2,21,36.29943701707908
B,E,17.452857957499134,6,1,21,72.3420153133038
D,C,13.443110256195094,7,1,11,70.7957395769091
B,A,1.5108787070921115,1,3,1,25.5316827339387
E,A,7.84329173646409,1,1,8,43.33890501990754
E,C,9.258967682934712,2,1,0,39.177586689255634
E,B,4.243938444043351,2,4,5,44.437432198662435
A,C,19.314570382537152,1,4,23,79.22290593632947
D,C,8.029538411304781,7,1,1,56.57332576211983
E,D,9.050965488962262,3,4,2,61.81885390951713
A,A,27.048919347804276,5,1,14,100.01759024723238
D,A,14.546569688101044,3,4,6,77.2171083542994
B,E,12.371716262108897,7,1,12,66.32856335776712
A,C,21.9922601111268,5,1,15,79.65540970170605
C,C,27.37880010960445,1,2,12,85.5462536430836
A,B,1.726053750885871,6,1,11,28.53654720023911
A,A,13.998926550106498,5,2,16,69.48427621276933
D,B,18.71265932626047,2,3,20,69.60154873193035
B,D,10.238329845653698,6,1,10,58.96326844205776
C,E,23.39982394157401,7,1,21,98.44042695500718
E,B,29.17283503783794,1,2,6,84.57928456654014
E,A,28.359393621258214,7,1,12,104.74757086452277
A,D,8.713493642018314,4,4,9,68.59049554704349
D,C,7.563810074687094,5,2,9,55.724595294908255
D,D,28.76722539961541,5,2,12,103.5990985454269
E,B,14.30022613551251,7,4,22,89.6560664500769
C,A,7.040633969456061,6,1,18,61.864786211597284
B,B,21.50291194528213,4,3,22,88.21905730090135
C,C,9.248189393209955,4,3,16,52.1277773131842
B,C,8.750162277060518,1,3,19,56.24554198001121
E,A,26.498222249255758,6,2,6,97.76791157440279
B,E,5.7118954479302,3,2,22,33.99877384565191
D,D,2.867395447520855,4,4,3,44.178028954032456
A,D,8.80640676497893,7,1,16,59.165450486582586
A,C,18.60141697230791,5,4,23,92.1393084678144
E,B,4.569547748694847,4,2,3,40.391641465384915
D,B,14.676245496027018,7,3,17,92.10277119755705
C,E,19.192776202334276,1,1,19,68.81861435518151
D,B,25.613372785202042,1,3,7,91.9230644445339
A,D,7.666218144865376,5,1,7,59.25844934283973
A,B,24.703043378100894,5,3,20,106.34938246796311
D,E,7.812281572805919,5,1,15,47.200499174234174
D,D,20.626229695949576,3,3,14,83.76083687290502
A,B,13.489533572991197,5,4,17,89.24695351484388
C,D,4.325756028981434,6,2,22,41.956032981478494
E,C,21.713640421833613,1,4,18,91.75220668270245
E,C,7.315115937921516,1,3,5,38.89163619800327
D,C,6.1220793547131525,4,1,8,46.14943035524461
E,B,11.391364929092113,5,4,15,70.63223143701943
A,E,19.945417098025022,3,3,20,80.00680267077725
A,D,7.785897884928206,6,2,8,62.914237446724464
D,A,6.326184624674687,2,1,19,48.318633923545605
D,C,1.2886551456875657,4,4,16,39.12551581923015
D,C,14.677649815949984,6,2,3,75.35605317194262
C,A,13.430721510140298,7,3,14,78.79123964486509
E,A,7.782164565483912,3,1,10,38.84380569949533
D,B,2.5559127562810318,5,3,13,45.914126492235454
B,D,13.44842036327927,3,1,16,52.09218059856014
B,C,23.857948221077308,2,2,12,76.24475830989441
A,E,21.74318180848813,6,2,8,99.36183527011006
E,B,25.96305180594494,3,2,23,89.41491533146038
D,B,1.2778979436815132,7,4,15,55.51404636505614
B,E,29.026160187333357,2,4,7,111.49600454398731
E,E,10.900955326196001,2,4,13,63.126025692614704
A,E,29.72153608666698,6,3,14,108.82311993891442
C,A,8.325964357451465,2,4,6,52.06453623033475
